#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;298;1120.0670234899326;1283019.4027402566;1132.704463988845;1.0112827538297988;2.641;7913.604
mean waiting-time;298;30575.884906040254;3.867742317507098E8;19666.57651322949;0.6432054729949734;0.0;58114.8
