#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;301;1117.8986544850495;1271944.7201607518;1127.805266950262;1.0088618162527228;2.641;7913.604
mean waiting-time;301;30751.195471760784;3.859718595406991E8;19646.16653550252;0.6388748871094735;0.0;58114.8
batch waiting-time;301;1117.8986544850495;1271944.7201607518;1127.805266950262;1.0088618162527228;2.641;7913.604
