#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;4519;0.059161540163753044;0.11471699691803461;0.33869897684822525;5.724985791626476;0.0;5.537
service time/customer;4519;1.0071639743306031;0.9801006457492255;0.9900003261359187;0.9829584371243104;0.001;8.902
mean waiting-time;0;0.0;0.0;0.0;0.0;Infinity;-Infinity
