#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;4519;0.059161540163753044;0.11471699691803461;0.33869897684822525;5.724985791626476;0.0;5.537;0.05;1.9838939333933394;0.04916588722023094;;0.06915719310727514;0.2033046388189463;0.0099956529435221
