#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;13476378;17.95805585165438;350.8011075173128;18.729685195360673;1.0429684232012904;0.0;192.334;0.05;1.96;17.948055852638923;;17.968055850669835;5.571633550486512E-4;0.009999999015456883
