#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
DiscreteAutocorrelationCounter (lag=0);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;8213422.956410368;0.9545454545454547
DiscreteAutocorrelationCounter (lag=1);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;7435549.109118288;0.8641427139240277
DiscreteAutocorrelationCounter (lag=2);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;6724881.184025761;0.7815504937025091
DiscreteAutocorrelationCounter (lag=3);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;6215737.82352784;0.722379002954431
DiscreteAutocorrelationCounter (lag=4);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;4945717.254927004;0.5747800825809224
DiscreteAutocorrelationCounter (lag=5);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;3492589.860065598;0.40590090066105605
DiscreteAutocorrelationCounter (lag=6);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;1898780.4482628815;0.22067197265843053
DiscreteAutocorrelationCounter (lag=7);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;-221626.8336011283;-0.02575696974842227
DiscreteAutocorrelationCounter (lag=8);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;-2265161.374196984;-0.2632519358891806
DiscreteAutocorrelationCounter (lag=9);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;-3281629.241538532;-0.38138353432404754
DiscreteAutocorrelationCounter (lag=10);22;3792.3849999999993;8604538.335287051;2933.3493374105738;0.7734840575022247;0.0;7409.612;-4885457.558201488;-0.5677768368078875
