#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;3;0.22066666666666668;0.14608133333333334;0.38220587820353225;1.7320508075688772;0.0;0.662;0.05;3.182;-0.728862;;1.1701953333333335;Infinity;0.9495286666666667
