#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time per customer;3;0.7496666666666667;0.48662033333333343;0.6975817753735639;0.9305225994311657;0.31;1.554
mean waiting time batch means;6;0.22066666666666668;0.11686506666666667;0.3418553300252413;1.5491933384829666;0.0;0.662
