#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;45111;0.05338921770743274;0.10585518621404333;0.32535393990859146;6.094000884064205;0.0;8.847;0.1;1.6593247674767475;0.05084738922096987;;0.05593104619389561;0.049989360818836384;0.0025418284864628746
