#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;16156238;19.149921920064056;420.56006545976146;20.50756117776469;1.0708952894621564;0.0;225.517
service time/customer;16156238;1.0002621102764926;1.0005380847978989;1.0002690062167772;1.0000068941332614;0.001;16.666
mean waiting-time;0;0.0;0.0;0.0;0.0;Infinity;-Infinity
