#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;16156238;19.149921920064056;420.56006545976146;20.50756117776469;1.0708952894621564;0.0;225.517;0.05;1.96;19.13992192084558;;19.15992191928253;5.224681302165992E-4;0.009999999218475891
