#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;9036;0.04534671442167289;0.04329038991283213;0.20806342761963748;4.588280105254907;0.0;1.0
queue occupancy/time;4517;0.002486499313170258;0.002480316634335862;0.049802777375723355;20.02927453546142;0.0;1.0
