#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;45111;0.05338921770743274;0.10585518621404333;0.32535393990859146;6.094000884064205;0.0;8.847
service time/customer;45111;1.0007979871871668;0.9825251715818448;0.9912240773820241;0.9904337239605656;0.001;10.262
mean waiting-time;0;0.0;0.0;0.0;0.0;Infinity;-Infinity
