#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;3;0.22066666666666668;0.14608133333333334;0.38220587820353225;1.7320508075688772;0.0;0.662
service time/customer;3;0.7496666666666667;0.48662033333333343;0.6975817753735639;0.9305225994311657;0.31;1.554
mean waiting-time;3;0.22066666666666668;0.14608133333333334;0.38220587820353225;1.7320508075688772;0.0;0.662
