#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;0;0.0;0.0;0.0;0.0;Infinity;-Infinity;0.05;0.0;NaN;;NaN;Infinity;NaN
