#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;90220;0.04928092513854573;0.04685231555603478;0.2164539571272255;4.392246219377955;0.0;1.0
queue occupancy/time;45109;0.0024660079159505802;0.002567667675782818;0.050672158783525476;20.54825471393214;0.0;2.0
