#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;16;908.9717499999999;1257474.9334986003;1121.3718979440318;1.2336707911373834;12.659;3489.595
mean waiting-time;16;2866.25;8525438.641760532;2919.835379222694;1.0186952914863303;0.0;7409.612
batch waiting-time;16;908.9717499999999;1257474.9334986003;1121.3718979440318;1.2336707911373834;12.659;3489.595
