#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound
individual waiting-time;0;0.0;0.0;0.0;0.0;Infinity;-Infinity;0.05;0.0;NaN;NaN
