#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
terminate simulation;2;-204411.9125;1.6141700685363663E10;127049.99285857384;-0.6215390840226781;-294249.824;-114574.001;0.05;4.303;-1345892.416019;;937068.591019;Infinity;1141480.503519
