#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;643;0.9765108170918791;0.022937441194429642;0.1514511181683042;0.15509415309841293;0.0;1.0
queue occupancy/time;345;29.899637295098973;323.004986197215;17.97233947479334;0.6010888793537068;0.0;53.0
